Id,SalePrice
1461,107150.600438
1462,155725.768908
1463,164522.126354
1464,176519.303283
1465,213664.31753
1466,171552.303855
1467,174444.503818
1468,163654.487046
1469,201809.873983
1470,118823.497524
1471,203866.337557
1472,106279.66949
1473,95270.9986287
1474,149002.183066
1475,116050.03484
1476,355120.406366
1477,257363.762948
1478,335434.152065
1479,277106.298213
1480,404446.340321
1481,310442.948174
1482,234488.036963
1483,170010.489432
1484,162893.840881
1485,204444.861255
1486,202336.283808
1487,311172.866588
1488,258997.040105
1489,181779.359457
1490,191487.407777
1491,203002.356823
1492,106514.581137
1493,206918.190842
1494,312673.574181
1495,299952.763836
1496,204300.748607
1497,177657.817975
1498,164372.148073
1499,170340.654259
1500,150923.809368
1501,184024.439493
1502,151488.296467
1503,273062.706706
1504,267113.709176
1505,214558.320826
1506,205835.351855
1507,216972.311339
1508,211777.474957
1509,155694.986874
1510,157144.041621
1511,143167.112602
1512,179583.655377
1513,162967.364022
1514,176242.161597
1515,195554.870909
1516,174955.01715
1517,154988.038411
1518,162225.503773
1519,218753.65818
1520,132670.404436
1521,121115.289863
1522,197953.787076
1523,99743.7028657
1524,115993.854023
1525,105707.808735
1526,124427.228193
1527,107866.388575
1528,137604.167709
1529,132337.451752
1530,186958.639609
1531,150411.209494
1532,103269.803232
1533,151029.650258
1534,118472.46552
1535,132492.444066
1536,115673.758666
1537,92074.3039054
1538,224115.754779
1539,249906.348949
1540,132037.918755
1541,146746.643376
1542,122612.106409
1543,187467.159127
1544,95019.6283987
1545,121314.852392
1546,148244.024638
1547,137408.405774
1548,128391.557597
1549,107142.120323
1550,144933.595615
1551,138184.363877
1552,140892.625188
1553,133785.112387
1554,110629.132812
1555,170000.096033
1556,111988.681387
1557,123740.736511
1558,102675.415545
1559,104631.235162
1560,160907.961751
1561,172502.941812
1562,113642.421535
1563,114181.517439
1564,163739.094603
1565,144595.437815
1566,235531.839842
1567,95895.0768099
1568,220909.848223
1569,136156.253695
1570,139057.848442
1571,108932.684801
1572,131671.828362
1573,220394.335209
1574,154238.563276
1575,225615.763882
1576,219121.424036
1577,179506.129785
1578,155320.496757
1579,131726.052434
1580,203919.3528
1581,140038.559739
1582,124135.723701
1583,297542.205091
1584,218547.642548
1585,136622.008309
1586,62963.2169745
1587,96007.9559306
1588,134445.455332
1589,108879.004824
1590,136568.444734
1591,80698.3737663
1592,134774.358285
1593,148182.277629
1594,123712.80084
1595,128989.55163
1596,225795.370892
1597,182255.386822
1598,211293.568462
1599,204059.449472
1600,210461.338358
1601,57150.0818106
1602,118460.823954
1603,92075.0142164
1604,249750.191954
1605,282532.03799
1606,176143.94702
1607,213608.537088
1608,224912.173717
1609,181862.002418
1610,136676.461114
1611,154046.205718
1612,154365.126939
1613,166336.718159
1614,118701.743955
1615,65963.755947
1616,66485.5287721
1617,78930.0142024
1618,98542.7979728
1619,132855.014108
1620,208617.607
1621,123888.326819
1622,131759.601683
1623,280991.642381
1624,203721.173128
1625,119428.111743
1626,196617.236026
1627,174920.814867
1628,291701.464893
1629,190115.179437
1630,277517.889022
1631,240255.330285
1632,246767.429511
1633,187379.027347
1634,182840.915211
1635,179119.604858
1636,158604.611573
1637,190346.092051
1638,229483.609761
1639,186628.54476
1640,243975.840438
1641,179500.124347
1642,213106.700935
1643,251856.807679
1644,255831.547525
1645,201746.996972
1646,175220.144654
1647,188818.052583
1648,137378.118934
1649,135589.453997
1650,116343.156499
1651,105880.952223
1652,115500.839035
1653,113716.476015
1654,149247.94369
1655,162891.215352
1656,147549.323482
1657,156005.596086
1658,149195.716549
1659,123283.468155
1660,144630.971439
1661,418970.156251
1662,375620.897039
1663,353969.076096
1664,434814.912254
1665,333314.90861
1666,298130.665181
1667,330368.818823
1668,336676.630234
1669,330969.414005
1670,345989.664138
1671,242457.956586
1672,383101.761943
1673,305664.943792
1674,267937.078988
1675,173532.534933
1676,177856.119522
1677,214420.016929
1678,425554.853907
1679,317012.211632
1680,321732.590375
1681,297100.840156
1682,295113.634115
1683,183861.590078
1684,196579.798384
1685,164117.353504
1686,170403.680685
1687,185536.211474
1688,202913.166367
1689,204709.271503
1690,209952.555973
1691,204629.092386
1692,291392.983661
1693,178147.574979
1694,178888.127054
1695,181309.344357
1696,268492.090743
1697,181448.23959
1698,322222.189318
1699,311820.271376
1700,237013.845173
1701,298556.071229
1702,261934.362361
1703,272069.600971
1704,276774.466958
1705,245359.687207
1706,360805.307974
1707,187834.563214
1708,192328.879041
1709,325134.112191
1710,235895.861847
1711,283100.880868
1712,254266.279568
1713,236814.628205
1714,210852.631145
1715,202807.76053
1716,177455.212359
1717,183349.898862
1718,119290.933313
1719,200994.477496
1720,256096.616722
1721,182761.457717
1722,112141.567876
1723,155935.608643
1724,203384.183983
1725,233409.760983
1726,165049.872536
1727,158921.533884
1728,203109.965149
1729,162301.254358
1730,157478.258583
1731,133128.764707
1732,131808.575363
1733,105646.358991
1734,126808.873263
1735,117296.851485
1736,107993.980825
1737,313629.415936
1738,231335.228598
1739,235582.14228
1740,191980.375874
1741,167685.362546
1742,167844.215463
1743,187503.140796
1744,294044.090835
1745,207402.728384
1746,256060.89482
1747,226959.61074
1748,206661.794112
1749,167749.414025
1750,146854.039943
1751,240306.394778
1752,104344.987534
1753,157045.323484
1754,230311.925074
1755,195045.68664
1756,122854.006415
1757,99383.1732677
1758,163285.74176
1759,186474.300049
1760,168905.891857
1761,170216.631678
1762,167438.653897
1763,177228.354866
1764,119857.255669
1765,178313.67158
1766,190895.2455
1767,213938.614033
1768,133697.299736
1769,202903.241446
1770,147382.612289
1771,123775.338456
1772,135445.576501
1773,136867.530932
1774,191128.32415
1775,136548.569072
1776,123844.33852
1777,108411.388149
1778,120044.271018
1779,107574.185735
1780,196032.765255
1781,119874.018731
1782,80874.9148418
1783,142173.415436
1784,83718.0920813
1785,113932.64834
1786,153272.00858
1787,176736.315952
1788,55546.8587498
1789,112354.362757
1790,86442.4557067
1791,223070.824591
1792,154425.651072
1793,156343.095757
1794,141403.412786
1795,129046.923982
1796,116051.915897
1797,132161.278478
1798,106744.77524
1799,105079.079966
1800,115124.693942
1801,119431.447765
1802,136036.658436
1803,160406.292741
1804,131987.560206
1805,138469.107679
1806,115018.919097
1807,181892.99038
1808,122613.611005
1809,106339.057725
1810,136328.454375
1811,106010.890096
1812,101849.060328
1813,110394.705313
1814,101938.888272
1815,50146.5569791
1816,93482.6819146
1817,127138.272379
1818,156662.601877
1819,125019.430094
1820,72540.0879359
1821,116289.636092
1822,152401.707741
1823,61432.6240678
1824,141638.32728
1825,124506.795984
1826,104295.446024
1827,102707.241829
1828,136274.326925
1829,174094.649587
1830,162901.453976
1831,178295.840555
1832,121993.299827
1833,158959.360165
1834,115872.056511
1835,175299.644902
1836,132152.210464
1837,87418.5287466
1838,143858.903194
1839,79972.2241431
1840,172793.208671
1841,158642.472065
1842,126030.150272
1843,131494.431591
1844,137947.270105
1845,138871.317108
1846,161226.932578
1847,176968.492043
1848,44119.9910226
1849,115563.748789
1850,124522.736689
1851,143987.613008
1852,132294.984278
1853,131979.324601
1854,185731.737691
1855,159063.185945
1856,230484.66214
1857,143035.456851
1858,139993.442604
1859,128162.822351
1860,170190.939637
1861,127447.926298
1862,334304.520899
1863,326722.618581
1864,326810.541156
1865,327582.295475
1866,343521.640795
1867,254619.283718
1868,287168.182838
1869,199650.000426
1870,257571.479698
1871,260870.179703
1872,164532.821383
1873,244934.495379
1874,122445.124267
1875,213898.120099
1876,192005.772375
1877,210140.015714
1878,210152.730102
1879,115696.249036
1880,125655.479388
1881,230576.061772
1882,281600.730187
1883,193435.807309
1884,211120.874511
1885,270213.453184
1886,282050.586597
1887,214431.110689
1888,275316.68001
1889,161563.288713
1890,119947.640505
1891,129346.118682
1892,88715.9916585
1893,136804.171404
1894,145805.575473
1895,143014.584419
1896,120538.44797
1897,124768.56114
1898,128535.149256
1899,141093.555168
1900,153052.531585
1901,165013.864693
1902,132809.317134
1903,226384.130902
1904,131970.569568
1905,201464.954547
1906,157871.85518
1907,215439.661744
1908,109369.170862
1909,130591.92901
1910,118674.32001
1911,207712.386965
1912,263660.674461
1913,155067.016922
1914,77302.4361948
1915,247068.880734
1916,62330.9480444
1917,277939.018527
1918,139916.274084
1919,177582.211239
1920,176852.886719
1921,353113.90041
1922,339207.769205
1923,191718.487207
1924,253043.614702
1925,205161.75353
1926,352813.612197
1927,117039.662846
1928,163314.338808
1929,103933.212327
1930,119009.315862
1931,131300.454719
1932,125548.238143
1933,147730.243435
1934,169651.686228
1935,165483.451256
1936,167339.645182
1937,184579.322055
1938,170672.624171
1939,239451.127629
1940,214184.20015
1941,174145.831856
1942,191684.858037
1943,234366.228326
1944,309719.943956
1945,357124.979908
1946,191409.180214
1947,314073.163478
1948,209247.959556
1949,230396.457802
1950,208086.813985
1951,265972.993994
1952,236194.814042
1953,192392.221283
1954,214535.910982
1955,125636.44845
1956,291212.649004
1957,176574.513632
1958,321401.567823
1959,160672.867957
1960,98175.1632359
1961,123910.134318
1962,106499.592119
1963,107936.446929
1964,112571.285117
1965,140719.891119
1966,152389.11167
1967,277862.113045
1968,328323.291406
1969,360092.147614
1970,386283.549304
1971,453776.995661
1972,372931.629698
1973,272598.036839
1974,302337.318223
1975,424226.968611
1976,283933.376875
1977,337407.814118
1978,313072.88472
1979,339542.594426
1980,198935.210626
1981,339751.303615
1982,239688.815566
1983,227331.307445
1984,169396.66025
1985,217012.485544
1986,213980.15531
1987,172245.416781
1988,165139.791446
1989,203616.332048
1990,215370.807374
1991,209133.831027
1992,220382.362999
1993,192397.612678
1994,228113.946965
1995,197327.571437
1996,292516.696565
1997,355412.174477
1998,294905.759995
1999,237175.249522
2000,307784.7576
2001,256499.192688
2002,236790.676097
2003,279889.587606
2004,288598.977663
2005,236344.560604
2006,230440.578174
2007,268601.796603
2008,200272.743074
2009,180889.173731
2010,204414.761548
2011,138037.162243
2012,178384.492371
2013,160722.002875
2014,176734.381484
2015,208710.699095
2016,175930.139188
2017,202618.032089
2018,127716.786096
2019,119289.13003
2020,113974.247548
2021,96647.3303227
2022,200218.189491
2023,154933.012959
2024,235502.012108
2025,374424.528615
2026,166147.086186
2027,148206.084132
2028,160038.54685
2029,158232.477511
2030,301942.212426
2031,286447.226009
2032,278206.984876
2033,292225.640048
2034,175772.526744
2035,228342.594001
2036,234075.298168
2037,234430.585414
2038,347726.131307
2039,244973.730971
2040,415247.700219
2041,283313.952851
2042,207619.48064
2043,180689.193772
2044,184424.563898
2045,217386.896457
2046,164588.659735
2047,128696.663248
2048,130019.881381
2049,171451.82295
2050,189612.294024
2051,89304.8227677
2052,140169.776848
2053,135319.074398
2054,71646.8869749
2055,158797.683118
2056,131305.737758
2057,110810.526632
2058,201287.119251
2059,146060.014548
2060,156205.977088
2061,189816.400982
2062,126773.083292
2063,115803.919869
2064,134542.133056
2065,125886.991724
2066,193759.439133
2067,138756.83637
2068,177484.682832
2069,76956.9517941
2070,103450.732406
2071,78053.7201378
2072,170069.080722
2073,142254.260737
2074,195795.674248
2075,152851.70578
2076,117461.532275
2077,139918.391384
2078,113034.905703
2079,147443.911376
2080,126129.57676
2081,119864.475798
2082,144845.575665
2083,132672.790369
2084,102606.390452
2085,111047.0496
2086,125555.101706
2087,123066.285868
2088,100481.076963
2089,83589.2835698
2090,124707.890904
2091,107936.876593
2092,135346.75528
2093,124933.713845
2094,136673.138948
2095,167896.227711
2096,91391.2086975
2097,85463.5316591
2098,146565.690421
2099,49821.984
2100,107920.323057
2101,143107.761559
2102,145112.931364
2103,92855.0028708
2104,166487.847443
2105,102827.54003
2106,90111.2003433
2107,228628.569333
2108,124136.35749
2109,99540.2927775
2110,118807.860973
2111,165729.291157
2112,144940.315977
2113,97905.6194031
2114,119385.937818
2115,142661.432316
2116,119396.554739
2117,138388.476928
2118,136130.579645
2119,112251.740922
2120,113172.806664
2121,70694.1995554
2122,97353.9654775
2123,81872.6500971
2124,196035.54537
2125,154031.968203
2126,162104.059169
2127,160791.456473
